,geneID,gene_symbol,gene_name,gene_other_symbol,gene_synonyms
11585,284098,PIGW,phosphatidylinositol glycan anchor biosynthesis class W,"Gwt1, HPMRS5",phosphatidylinositol-glycan biosynthesis class W protein
11586,284106,CISD3,CDGSH iron sulfur domain 3,"MiNT, Miner2","CDGSH iron-sulfur domain-containing protein 3, mitochondrial|mitoNEET related 2|mitoNEET-related protein 2|mitochondrial inner NEET protein"
11587,284110,GSDMA,gasdermin A,"FKSG9, GSDM, GSDM1",gasdermin-A|gasdermin-1
11588,284111,SLC13A5,solute carrier family 13 member 5,"EIEE25, INDY, NACT, mIndy","solute carrier family 13 member 5|Na(+)/citrate cotransporter|Na+-coupled citrate transporter protein|sodium-dependent dicarboxylate transporter|solute carrier family 13 (sodium-dependent citrate transporter), member 5"
11589,284114,TMEM102,transmembrane protein 102,CBAP,transmembrane protein 102|common beta-chain associated protein
11590,284119,CAVIN1,caveolae associated protein 1,"CAVIN, CGL4, FKSG13, PTRF, cavin-1",caveolae-associated protein 1|RNA polymerase I and transcript release factor|TTF-I interacting peptide 12|congenital generalized lipodystrophy 4|polymerase I and transcript release factor
11591,284123,FAM27E5,family with sequence similarity E5,FAM27L,family with sequence similarity 27-like
11592,284129,SLC26A11,solute carrier family 26 member 11,None,"sodium-independent sulfate anion transporter|solute carrier family 26 (anion exchanger), member 11"
11593,284131,ENDOV,endonuclease V,None,endonuclease V|hEndoV|inosine-specific endoribonuclease
11594,284161,GDPD1,glycerophosphodiester phosphodiesterase domain containing 1,GDE4,lysophospholipase D GDPD1|glycerophosphodiester phosphodiesterase 4|glycerophosphodiester phosphodiesterase domain-containing protein 1
11595,153090,DAB2IP,DAB2 interacting protein,"AF9Q34, AIP-1, AIP1, DIP1/2",disabled homolog 2-interacting protein|ASK-interacting protein 1|ASK1-interacting protein 1|DAB2 interaction protein|DOC-2/DAB2 interactive protein|nGAP-like protein
11596,284184,NDUFAF8,NADH:ubiquinone oxidoreductase complex assembly factor 8,C17orf89,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8
11597,284185,LINC00482,long intergenic non-protein coding RNA 482,C17orf55,None
11598,284186,TMEM105,transmembrane protein 105,None,transmembrane protein 105
11599,153129,SLC38A9,solute carrier family 38 member 9,URLC11,sodium-coupled neutral amino acid transporter 9|putative sodium-coupled neutral amino acid transporter 9|up-regulated in lung cancer 11
11600,22059,Trp53,transformation related protein 53,"Tp53, bbl, bfy, bhy, p44, p53",cellular tumor antigen p53|mutant p53|p53 cellular tumor antigen|tumor suppressor p53|tumor supressor p53
11601,102848045,PPAP2B,phosphatidic acid phosphatase type 2B,None,lipid phosphate phosphohydrolase 3-like
11602,284207,METRNL,"meteorin like, glial cell differentiation regulator",None,"meteorin-like protein|meteorin, glial cell differentiation regulator-like|subfatin"
11603,284217,LAMA1,laminin subunit alpha 1,"LAMA, PTBHS, S-LAM-alpha","laminin subunit alpha-1|S-LAM alpha|S-laminin subunit alpha|laminin A chain|laminin, alpha 1|laminin-3 subunit alpha"
11604,655678,P76,serine protease P76,"TcasGA2_TC007017, GLEAN_07017",serine protease P76|AUGUSTUS-3.0.2_07017
11605,284232,ANKRD20A9P,"ankyrin repeat domain 20 family member A9, pseudogene",None,"ankyrin repeat domain 20 family, member A2 pseudogene|ankyrin repeat domain 20 family, member A4 pseudogene|coiled-coil domain containing 29-like"
11606,284252,KCTD1,potassium channel tetramerization domain containing 1,C18orf5,BTB/POZ domain-containing protein KCTD1
11607,284257,BOD1L2,biorientation of chromosomes in cell division 1 like 2,"BOD1P, FAM44C","biorientation of chromosomes in cell division protein 1-like 2|biorientation of chromosomes in cell division 1 pseudogene|biorientation of chromosomes in cell division protein 1 pseudogene|family with sequence similarity 44, member C|putative biorientation of chromosomes in cell division protein 1 pseudogene|putative biorientation of chromosomes in cell division protein 1-like 2|putative protein FAM44C"
11608,284266,SIGLEC15,sialic acid binding Ig like lectin 15,"CD33L3, HsT1361, SIGLEC-15",sialic acid-binding Ig-like lectin 15|CD33 antigen-like 3|CD33 molecule-like 3
11609,153201,SLC36A2,solute carrier family 36 member 2,"PAT2, TRAMD1","proton-coupled amino acid transporter 2|solute carrier family 36 (proton/amino acid symporter), member 2|tramdorin-1"
11610,284273,ZADH2,zinc binding alcohol dehydrogenase domain containing 2,PRG-3,prostaglandin reductase 3|zinc-binding alcohol dehydrogenase domain-containing protein 2
11611,284276,LINC00908,long intergenic non-protein coding RNA 908,None,None
11612,153218,SPINK13,"serine peptidase inhibitor, Kazal type 13 (putative)","HBVDNAPTP1, HESPINTOR, LiESP6, SPINK5L3",serine protease inhibitor Kazal-type 13|Hepatitis B Virus (HBV) DNA polymerase transactivated protein 1|hepatitis B virus DNA polymerase transactivated human serine protease inhibitor|hepatitis B virus DNA polymerase transactivated serine protease inhibitor|serine protease inhibitor Kazal-type 5-like 3
11613,284293,HMSD,histocompatibility minor serpin domain containing,"ACC-6, ACC6, C18orf53, HSMD-v",serpin-like protein HMSD|minor histocompatibility protein HMSD
11614,153222,CREBRF,CREB3 regulatory factor,"C5orf41, LRF",CREB3 regulatory factor|UPF0474 protein C5orf41|adult retina protein|luman recruitment factor|luman-recruiting factor|luman/CREB3 recruitment factor
11615,284297,SSC5D,scavenger receptor cysteine rich family member with 5 domains,S5D-SRCRB,"soluble scavenger receptor cysteine-rich domain-containing protein SSC5D|scavenger receptor cysteine rich domain containing (5 domains)|scavenger receptor cysteine rich family, 5 domains|scavenger receptor cysteine-rich glycoprotein|soluble scavenger protein with 5 SRCR domains|soluble scavenger with 5 domains"
11616,284306,ZNF547,zinc finger protein 547,None,zinc finger protein 547
11617,284309,ZNF776,zinc finger protein 776,None,zinc finger protein 776
11618,22166,Txn1,thioredoxin 1,"ADF, AW550880, Trx1, Txn",thioredoxin|ATL-derived factor|trx
11619,153241,CEP120,centrosomal protein 120,"CCDC100, JBTS31, SRTD13",centrosomal protein of 120 kDa|centrosomal protein 120kDa|coiled-coil domain-containing protein 100
11620,284323,ZNF780A,zinc finger protein 780A,ZNF780,zinc finger protein 780A
11621,284339,TMEM145,transmembrane protein 145,None,transmembrane protein 145
11622,284340,CXCL17,C-X-C motif chemokine ligand 17,"DMC, Dcip1, UNQ473, VCC-1, VCC1",C-X-C motif chemokine 17|6-Cys CXCL17|VEGF co-regulated chemokine 1|VEGF coregulated chemokine 1|chemokine (C-X-C motif) ligand 17|dendritic cell and monocyte chemokine-like protein
11623,284346,ZNF575,zinc finger protein 575,None,zinc finger protein 575
11624,284348,LYPD5,LY6/PLAUR domain containing 5,PRO4356,ly6/PLAUR domain-containing protein 5|metastasis-associated protein
11625,284349,ZNF283,zinc finger protein 283,"HZF19, HZF41",zinc finger protein 283|zinc finger protein 41|zinc finger protein HZF19
11626,284352,PPP1R37,protein phosphatase 1 regulatory subunit 37,LRRC68,protein phosphatase 1 regulatory subunit 37|leucine rich repeat containing 68|leucine-rich repeat-containing protein 68
11627,284358,MAMSTR,MEF2 activating motif and SAP domain containing transcriptional regulator,MASTR,MEF2-activating motif and SAP domain-containing transcriptional regulator|MEF2-activating SAP transcriptional regulatory protein|likely ortholog of MEF2-activating SAP transcriptional regulator
11628,284359,IZUMO1,izumo sperm-egg fusion 1,"IZUMO, OBF",izumo sperm-egg fusion protein 1|oocyte binding/fusion factor|sperm-specific protein Izumo
11629,284369,SIGLECL1,SIGLEC family like 1,"C19orf75, SIGLEC23P, SIGLECP7","SIGLEC family-like protein 1|sialic acid binding Ig-like lectin, pseudogene 7"
11630,284370,ZNF615,zinc finger protein 615,None,zinc finger protein 615
11631,284371,ZNF841,zinc finger protein 841,None,zinc finger protein 841
11632,415448,ITGB1BP3,integrin beta 1 binding protein 3,None,integrin beta 1 binding protein 3
11633,87769,GGACT,gamma-glutamylamine cyclotransferase,A2LD1,gamma-glutamylaminecyclotransferase|AIG2-like domain 1|AIG2-like domain-containing protein 1
11634,22236,Ugt1a2,"UDP glucuronosyltransferase 1 family, polypeptide A2","UDPGT 1-2, Ugt1","UDP-glucuronosyltransferase 1-2|UDP-glucuronosyltransferase 1 family, member 2|UDP-glucuronosyltransferase 1A2|UDPGT|UGT1*0|UGT1-02|UGT1.2|bilirubin specific|bilirubin-specific UDPGT"
11635,284382,ACTL9,actin like 9,HSD21,actin-like protein 9|testicular tissue protein Li 15|testicular tissue protein Li 9
11636,284391,ZNF844,zinc finger protein 844,None,zinc finger protein 844
11637,153328,SLC25A48,solute carrier family 25 member 48,None,solute carrier family 25 member 48|CTC-321K16.1
11638,415473,MESDC1,mesoderm development candidate 1,None,mesoderm development candidate 1|talin rod domain-containing protein 1
11639,284402,SCGB2B2,secretoglobin family 2B member 2,"SCGB4A2, SCGBL",secretoglobin family 2B member 2|secretoglobin-like protein
11640,284403,WDR62,WD repeat domain 62,"C19orf14, MCPH2","WD repeat-containing protein 62|microcephaly, primary autosomal recessive 2|truncated WDR62"
11641,284406,ZFP82,ZFP82 zinc finger protein,ZNF545,zinc finger protein 82 homolog|zinc finger protein 545|zinc finger protein 85
11642,153339,TMEM167A,transmembrane protein 167A,TMEM167,protein kish-A|transmembrane protein 167
11643,284415,VSTM1,V-set and transmembrane domain containing 1,"SIRL-1, SIRL1, UNQ3033",V-set and transmembrane domain-containing protein 1|LAIR homolog|OSCAR-like transcript-1|signal inhibitory receptor on leukocytes-1
11644,284418,FAM71E2,family with sequence similarity 71 member E2,C19orf16,protein FAM71E2|putative protein FAM71E2
11645,284422,SMIM24,small integral membrane protein 24,"C19orf77, HSPC323, MARDI",small integral membrane protein 24|MAP17-related dimer|transmembrane protein C19orf77|transmembrane protein HSPC323
11646,284424,MIR7-3HG,MIR7-3 host gene,"C19orf30, Huh7, LINC00306, NCRNA00306, PGSF1, uc002mbe.2",MIR7-3 host gene (non-protein coding)|long intergenic non-protein coding RNA 306|pituitary gland specific factor 1
11647,284427,SLC25A41,solute carrier family 25 member 41,APC4,solute carrier family 25 member 41
11648,284428,MBD3L5,methyl-CpG binding domain protein 3 like 5,None,putative methyl-CpG-binding domain protein 3-like 5|MBD3-like protein 5
11649,100685581,FAM55A,"neurexophilin and PC-esterase domain family, member 1",None,"family with sequence similarity 55, member A"
11650,743186,USP17,ubiquitin specific peptidase 17,None,deubiquitinating enzyme 3
11651,153364,MBLAC2,metallo-beta-lactamase domain containing 2,None,metallo-beta-lactamase domain-containing protein 2
11652,284439,SLC25A42,solute carrier family 25 member 42,None,mitochondrial coenzyme A transporter SLC25A42
11653,284440,LINC00663,long intergenic non-protein coding RNA 663,None,CTC-559E9.1
11654,284443,ZNF493,zinc finger protein 493,None,zinc finger protein 493
11655,677662,PARK12,Parkinson disease 12 (susceptibility),None,Parkinson disease (X-linked) 12
11656,677663,PAND3,panic disorder 3,None,None
11657,22305,Vmn2r37,"vomeronasal 2, receptor 37",V2r14,"vomeronasal 2, receptor, 14|vomeronasal organ family 2, receptor, 14|vomeronasal receptor Vmn2r37"
11658,284451,ODF3L2,outer dense fiber of sperm tails 3 like 2,C19orf19,outer dense fiber protein 3-like protein 2
11659,284459,HKR1,"HKR1, GLI-Kruppel zinc finger family member",ZNF875,Krueppel-related zinc finger protein 1|oncogene HKR1|zinc finger protein 875
11660,284467,FAM19A3,"family with sequence similarity 19 member A3, C-C motif chemokine like","TAFA-3, TAFA3","protein FAM19A3|chemokine-like protein TAFA-3|family with sequence similarity 19 (chemokine (C-C motif)-like), member A3"
11661,153396,TMEM161B,transmembrane protein 161B,"FLB3342, PRO1313",transmembrane protein 161B
11662,5658434,cst,croissant,None,None
11663,284485,RIIAD1,regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1,"C1orf230, NCRNA00166",RIIa domain-containing protein 1|RIIa domain-containing protein C1orf230|RIIa domain-containing protein ENSP00000357824
11664,284486,THEM5,thioesterase superfamily member 5,ACOT15,acyl-coenzyme A thioesterase THEM5|acyl-CoA thioesterase THEM5|acyl-coenzyme A thioesterase 15
11665,284498,C1orf167,chromosome 1 open reading frame 167,None,uncharacterized protein C1orf167
11666,284521,OR2L13,olfactory receptor family 2 subfamily L member 13,OR2L14,"olfactory receptor 2L13|olfactory receptor 2L14|olfactory receptor, family 2, subfamily L, member 14"
11667,677764,MYP13,myopia 13,None,None
11668,677766,SCARNA2,small Cajal body-specific RNA 2,"HBII-382, mgU2-25/61",None
11669,677767,SCARNA7,small Cajal body-specific RNA 7,U90,None
11670,677768,SCARNA13,small Cajal body-specific RNA 13,U93,None
11671,677769,SCARNA17,small Cajal body-specific RNA 17,U91,mgU12-22/U4-8
11672,153478,PLEKHG4B,pleckstrin homology and RhoGEF domain containing G4B,None,"pleckstrin homology domain-containing family G member 4B|PH domain-containing family G member 4B|pleckstrin homology domain containing, family G (with RhoGef domain) member 4B"
11673,677772,SCARNA6,small Cajal body-specific RNA 6,U88,None
11674,677773,SCARNA23,small Cajal body-specific RNA 23,ACA12,ACA12 scaRNA
11675,677774,SCARNA1,small Cajal body-specific RNA 1,ACA35,ACA35 scaRNA
11676,677775,SCARNA5,small Cajal body-specific RNA 5,U87,None
11677,677776,SCARNA8,small Cajal body-specific RNA 8,U92,None
11678,677777,SCARNA12,small Cajal body-specific RNA 12,U89,U89 small nuclear RNA
11679,284573,LINC00303,long intergenic non-protein coding RNA 303,"C1orf157, NCRNA00303",None
11680,677792,SNORA1,"small nucleolar RNA, H/ACA box 1",ACA1,None
11681,677793,SNORA2A,"small nucleolar RNA, H/ACA box 2A",ACA2A,ACA2a snoRNA
11682,677796,SNORA5C,"small nucleolar RNA, H/ACA box 5C",ACA5c,HBI-80
11683,677802,SNORA14B,"small nucleolar RNA, H/ACA box 14B",ACA14b,ACA14b snoRNA
11684,677806,SNORA20,"small nucleolar RNA, H/ACA box 20",ACA20,ACA20 snoRNA
11685,677807,SNORA22,"small nucleolar RNA, H/ACA box 22","ACA22, SNORA22A",ACA22 snoRNA
11686,677809,SNORA24,"small nucleolar RNA, H/ACA box 24","ACA24, SNORA24A",ACA24 snoRNA|ACA53 snoRNA
11687,677811,SNORA28,"small nucleolar RNA, H/ACA box 28",ACA28,ACA28 snoRNA
11688,677812,SNORA29,"small nucleolar RNA, H/ACA box 29",ACA29,ACA29 snoRNA
11689,153527,ZMAT2,zinc finger matrin-type 2,"Ptg-12, Snu23",zinc finger matrin-type protein 2
11690,677816,SNORA35,"small nucleolar RNA, H/ACA box 35","HBI-36, SNORA35A",None
11691,677817,SNORA36A,"small nucleolar RNA, H/ACA box 36A",ACA36,ACA36 snoRNA
11692,677824,SNORA17B,"small nucleolar RNA, H/ACA box 17B","ACA43, SNORA43","ACA43 snoRNA|small nucleolar RNA, H/ACA box 43"
11693,677826,SNORA3B,"small nucleolar RNA, H/ACA box 3B","ACA3-2, SNORA45, SNORA45B","ACA3-2 snoRNA|small nucleolar RNA, H/ACA box 45|small nucleolar RNA, H/ACA box 45B"
11694,284611,FAM102B,family with sequence similarity 102 member B,SYM-3B,protein FAM102B|sym-3 homolog B
11695,284612,SYPL2,synaptophysin like 2,MG29,synaptophysin-like protein 2|mitsugumin 29
11696,284613,CYB561D1,cytochrome b561 family member D1,None,cytochrome b561 domain-containing protein 1|cytochrome b-561 domain containing 1
11697,677830,SNORA50A,"small nucleolar RNA, H/ACA box 50A","ACA50, SNORA50, SNORA76A","ACA50 snoRNA|small nucleolar RNA, H/ACA box 50|small nucleolar RNA, H/ACA box 76A"
11698,284615,ANKRD34A,ankyrin repeat domain 34A,ANKRD34,ankyrin repeat domain-containing protein 34A|ankyrin repeat domain 34
11699,677833,SNORA54,"small nucleolar RNA, H/ACA box 54",ACA54,ACA54 snoRNA
11700,677834,SNORA55,"small nucleolar RNA, H/ACA box 55",ACA55,ACA55 snoRNA
11701,284618,RUSC1-AS1,RUSC1 antisense RNA 1,C1orf104,RUSC1 antisense RNA 1 (non-protein coding)|RUSC1 antisense gene protein 1
11702,677836,SNORA58,"small nucleolar RNA, H/ACA box 58","ACA58, SNORA58B",ACA58 snoRNA
11703,677837,SNORA60,"small nucleolar RNA, H/ACA box 60",ACA60,ACA60 snoRNA
11704,677838,SNORA61,"small nucleolar RNA, H/ACA box 61",ACA61,ACA61 snoRNA
11705,677841,SNORA74B,"small nucleolar RNA, H/ACA box 74B",U19-2,U19-2 snoRNA
11706,677842,SNORA50C,"small nucleolar RNA, H/ACA box 50C","ACA62, SNORA76, SNORA76C","small nucleolar RNA, H/ACA box 76|small nucleolar RNA, H/ACA box 76C"
11707,677843,SNORA77,"small nucleolar RNA, H/ACA box 77","ACA63, SNORA77A",None
11708,677847,SNORA81,"small nucleolar RNA, H/ACA box 81",HBI-61,HBI-61 snoRNA
11709,677848,SNORD1A,"small nucleolar RNA, C/D box 1A","R38A, snR38A",R38a snoRNA
11710,153562,MARVELD2,MARVEL domain containing 2,"DFNB49, MARVD2, MRVLDC2, Tric",MARVEL domain-containing protein 2|MARVEL (membrane-associating) domain containing 2|tricellulin
11711,153572,IRX2,iroquois homeobox 2,IRXA2,iroquois-class homeodomain protein IRX-2|homeodomain protein IRXA2|iroquois homeobox protein 2
11712,284649,SMG7-AS1,SMG7 antisense RNA 1,DKFZP564C196,SMG7 antisense RNA 1 (non-protein coding)
11713,153579,BTNL9,butyrophilin like 9,"BTN3, BTN8, VDLS1900",butyrophilin-like protein 9|butyrophilin 3
